locality_token,species_latin_name,species_common_name,project_accessions,source_family,source_releases,record_modalities,review_strengths,provenance_qualities,original_location_text,locality,political_entity,latitude,longitude,latitude_text,longitude_text,coordinate_confidence,chronology_text,time_start_bp,time_end_bp,time_mean_bp,dating_basis,chronology_evidence_class,chronology_precision_posture,nordic_inclusion,nordic_inclusion_reason,interpretation_note
bos_taurus:locality:prjeb31621:hasanlu:iran,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Hasanlu,Hasanlu,Iran,,,,,unknown,2300-4470 BP,2300,4470,3385,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:horvatcastra:israel,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Horvat Castra,Horvat Castra,Israel,,,,,unknown,1400 BP,1400,1400,1400,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:koktepe:uzbekistan,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Koktepe,Koktepe,Uzbekistan,,,,,unknown,3500 BP,3500,3500,3500,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:kultepeazerbaijan:iran,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,"Kul Tepe, Azerbaijan","Kul Tepe, Azerbaijan",Iran,,,,,unknown,6100 BP,6100,6100,6100,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:maraltappeh:iran,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Maral Tappeh,Maral Tappeh,Iran,,,,,unknown,6150 BP,6150,6150,6150,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:mentee:turkey,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Menteşe,Menteşe,Turkey,,,,,unknown,7920 BP,7920,7920,7920,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:mianroudfars:iran,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,"Mianroud, Fars","Mianroud, Fars",Iran,,,,,unknown,7700 BP,7700,7700,7700,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:monjuklidepe:turkmenistan,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Monjukli Depe,Monjukli Depe,Turkmenistan,,,,,unknown,7200 BP,7200,7200,7200,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:nahaltillah:israel,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Nahal Tillah,Nahal Tillah,Israel,,,,,unknown,4999-5249 BP,4999,5249,5124,archaeological_period,archaeological_context_date,contextual_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:nishapurkohandecentralkhorasan:iran,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,"Nishapur Kohandež, Central Khorasan","Nishapur Kohandež, Central Khorasan",Iran,,,,,unknown,1400 BP,1400,1400,1400,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:plonik:serbia,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Pločnik,Pločnik,Serbia,,,,,unknown,6650-7126 BP,6650,7126,6888,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:promachonserres:greece,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,"Promachon, Serres","Promachon, Serres",Greece,,,,,unknown,7019-7269 BP,7019,7269,7144,archaeological_period,archaeological_context_date,contextual_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:sarakenoscaveboeotia:greece,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,"Sarakenos Cave, Boeotia","Sarakenos Cave, Boeotia",Greece,,,,,unknown,7549-7699 BP,7549,7699,7624,archaeological_period,archaeological_context_date,contextual_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:stubline:serbia,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Stubline,Stubline,Serbia,,,,,unknown,6600 BP,6600,6600,6600,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:suberdeanderbaba:turkey,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Suberde and Erbaba,Suberde and Erbaba,Turkey,,,,,unknown,,,,,mixed_radiocarbon_and_archaeological_context,unresolved,unresolved,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:taghithaddouch:morocco,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Taghit Haddouch,Taghit Haddouch,Morocco,,,,,unknown,7993 BP,7993,7993,7993,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:tappehsangechakhmaq:iran,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Tappeh-Sang-e-Chakhmaq,Tappeh-Sang-e-Chakhmaq,Iran,,,,,unknown,7373 BP,7373,7373,7373,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:telashqelon:israel,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Tel Ashqelon,Tel Ashqelon,Israel,,,,,unknown,3100 BP,3100,3100,3100,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:teldalit:israel,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Tel-Dalit,Tel-Dalit,Israel,,,,,unknown,5050 BP,5050,5050,5050,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:teldan:israel,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Tel Dan,Tel Dan,Israel,,,,,unknown,4949-5449 BP,4949,5449,5199,archaeological_period,archaeological_context_date,contextual_interval,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:telesqashish:israel,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Tel es-Qashish,Tel es-Qashish,Israel,,,,,unknown,4800 BP,4800,4800,4800,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:telessafi:israel,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Tel es-Safi,Tel es-Safi,Israel,,,,,unknown,2800-3100 BP,2800,3100,2950,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:telhreiz:israel,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Tel-Hreiz,Tel-Hreiz,Israel,,,,,unknown,6700 BP,6700,6700,6700,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:telmasos:israel,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Tel Masos,Tel Masos,Israel,,,,,unknown,3100 BP,3100,3100,3100,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:telmiqneekron:israel,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Tel Miqne-Ekron,Tel Miqne-Ekron,Israel,,,,,unknown,2925-3300 BP,2925,3300,3112,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:telyoqneam:israel,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Tel Yoqneam,Tel Yoqneam,Israel,,,,,unknown,2200 BP,2200,2200,2200,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:telzahara:israel,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Tel Zahara,Tel Zahara,Israel,,,,,unknown,1850 BP,1850,1850,1850,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:tepeshizarqazvin:iran,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,"Tepe Shizar, Qazvin","Tepe Shizar, Qazvin",Iran,,,,,unknown,4760 BP,4760,4760,4760,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:tillabulak:uzbekistan,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Tilla Bulak,Tilla Bulak,Uzbekistan,,,,,unknown,3800 BP,3800,3800,3800,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb31621:yerqurqanerkurgan:uzbekistan,Bos taurus,cattle,PRJEB31621,ENA,PRJEB31621,archive_reads,primary_paper_pinned,primary_paper_pinned,Yerqurqan (Erkurgan),Yerqurqan (Erkurgan),Uzbekistan,,,,,unknown,2050 BP,2050,2050,2050,archaeological_period,archaeological_context_date,sample_approximate_or_modeled,false,The current curated project inventory does not yet identify a shipped Nordic-localized lead for this record.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb75467:hjrringtoftebk:denmark,Bos taurus,cattle,PRJEB75467,ENA,PRJEB75467,archive_reads,primary_paper_pinned,primary_paper_pinned,"Hjørring, Tofte Bæk","Hjørring, Tofte Bæk",Denmark,57.2407065497517,9.8686973853874,57.2407065497517,9.8686973853874,approximate,7976-8173 BP,7976,8173,8074,radiocarbon,direct_radiocarbon_date,sample_precise_interval,true,This locality falls inside the Nordic publication footprint through direct Denmark sample evidence.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb75467:lundbyi:denmark,Bos taurus,cattle,PRJEB75467,ENA,PRJEB75467,archive_reads,primary_paper_pinned,primary_paper_pinned,Lundby I,Lundby I,Denmark,55.3584015935903,11.3931303537925,55.3584015935903,11.3931303537925,approximate,6748-7744 BP,6748,7744,7246,mitochondrial_phylogenetic_model,modeled_sample_date,sample_approximate_or_modeled,true,This locality falls inside the Nordic publication footprint through direct Denmark sample evidence.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb75467:nevishg:sweden,Bos taurus,cattle,PRJEB75467,ENA,PRJEB75467,archive_reads,primary_paper_pinned,primary_paper_pinned,Nevishög,Nevishög,Sweden,55.6219,13.2297,55.6219,13.2297,approximate,9133-9536 BP,9133,9536,9334,radiocarbon,direct_radiocarbon_date,sample_precise_interval,true,This locality falls inside the Nordic publication footprint through direct Sweden sample evidence.,Sample-level locality comes directly from the recovered sample source row.
bos_taurus:locality:prjeb75467:skne:sweden,Bos taurus,cattle,PRJEB75467,ENA,PRJEB75467,archive_reads,primary_paper_pinned,primary_paper_pinned,Skåne,Skåne,Sweden,55.8476269883224,13.8093770947441,55.8476269883224,13.8093770947441,approximate,9434-9657 BP,9434,9657,9546,radiocarbon,direct_radiocarbon_date,sample_precise_interval,true,This locality falls inside the Nordic publication footprint through direct Sweden sample evidence.,Sample-level locality comes directly from the recovered sample source row.
