species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,sample_basis,sample_evidence_status,sample_identity_resolution,sample_ambiguity_note,chronology_text,chronology_strength,chronology_evidence_class,chronology_precision_posture,chronology_provenance_path,chronology_provenance_kind,chronology_provenance_locator,chronology_provenance_text,chronology_normalization_status,time_start_bp,time_end_bp,time_mean_bp,dating_basis,chronology_conflict_note,review_note
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574417,Galicia3,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,9039-9474 BP,sample_owned_interval,direct_radiocarbon_date,sample_precise_interval,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A12:Y12 || sample_accession:SAMEA115574417;submitted_filename_prefix:Galicia3;tsv_lines:111,112,115,117,225,227,229,230,232,534,639 || sample_accession:SAMEA115574417","workbook sample Galicia3 | specimen CL68 | locality O Courel, Galicia, Spain | source proximal coordinates 43.0719383129431, -8.66097028062168 | source BP claim 9474-9039 | canonical BP interval [9039, 9474] | published analysis mean 9256.5 BP | normalized integer mean 9256 BP; source decimal precision retained in the published analysis mean | source taxonomy Bos primigenius | population label ""Holocene Wild Iberia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574417 as Bos primigenius (tax_id 9909).",normalized_interval,9039,9474,9256,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574418,Gyu1,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,13789-14023 BP,sample_owned_interval,direct_radiocarbon_date,sample_precise_interval,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A3:Y3 || sample_accession:SAMEA115574418;submitted_filename_prefix:Gyu1;tsv_lines:56,119,121,126,178,233,235,237,239,502,503,504,535,536,537,538,539,640 || sample_accession:SAMEA115574418","workbook sample Gyu1 | specimen 11139.0 | locality Gyumri district, Armenia | source proximal coordinates 41.1320112833211, 43.8712544488537 | source BP claim 14023-13789 | canonical BP interval [13789, 14023] | published analysis mean 13906 BP | source taxonomy Bos primigenius | population label ""Pleistocene Wild Caucauses"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574418 as Bos primigenius (tax_id 9909).",normalized_interval,13789,14023,13906,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574419,Hjo1,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,7976-8173 BP,sample_owned_interval,direct_radiocarbon_date,sample_precise_interval,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A26:Y26 || sample_accession:SAMEA115574419;submitted_filename_prefix:Hjo1;tsv_lines:129,241,244,344,540,541,542,543,544 || sample_accession:SAMEA115574419","workbook sample Hjo1 | specimen VHM500/1985, ZMK103/1989 | locality Hjørring, Tofte Bæk, Denmark | source proximal coordinates 57.2407065497517, 9.8686973853874 | source BP claim 8173-7976 | canonical BP interval [7976, 8173] | published analysis mean 8074.5 BP | normalized integer mean 8074 BP; source decimal precision retained in the published analysis mean | source taxonomy Bos primigenius | population label ""Holocene Wild Scandinavia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574419 as Bos primigenius (tax_id 9909).",normalized_interval,7976,8173,8074,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574420,Hxh2,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,3321-8989 BP,sample_owned_interval,modeled_sample_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A2:Y2 || sample_accession:SAMEA115574420;submitted_filename_prefix:Hxh2;tsv_lines:2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,75,77,79,81,83,84,86,87,89,90,92,94,95,97,98,100,102,103,104,106,107,109,110,113,114,116,118,120,122,123,124,125,127,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474 || sample_accession:SAMEA115574420","workbook sample Hxh2 | specimen ER97/102 282-94-11 | locality Herxheim, Germany | source proximal coordinates 49.145275, 8.221805 | source BP claim 5696 (3321-8989) | canonical BP interval [3321, 8989] | published analysis mean 5696.0 BP | source taxonomy Bos primigenius | population label ""Holocene Wild Germany"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574420 as Bos primigenius (tax_id 9909).",normalized_interval,3321,8989,5696,mitochondrial_phylogenetic_model,,Chronology comes from the recovered sample-owned source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574421,SAMEA115574421,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574422,SAMEA115574422,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574423,Mantova1,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,12931-13172 BP,sample_owned_interval,direct_radiocarbon_date,sample_precise_interval,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A38:Y38 || sample_accession:SAMEA115574423;submitted_filename_prefix:Mantova1;tsv_lines:137,139,249,346,384,386,388,390,391,431,549,550,551,552,553,554,655,656,657 || sample_accession:SAMEA115574423","workbook sample Mantova1 | specimen V.54 | locality Barche di Solferino, near Mantova, Italy | source proximal coordinates 45.1581560673906, 10.793506163037 | source BP claim 13172-12931 | canonical BP interval [12931, 13172] | published analysis mean 13051.5 BP | normalized integer mean 13052 BP; source decimal precision retained in the published analysis mean | source taxonomy Bos primigenius | population label ""Pleistocene Wild Italy"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574423 as Bos primigenius (tax_id 9909).",normalized_interval,12931,13172,13052,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574424,SAMEA115574424,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574426,SAMEA115574426,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574428,NVL1,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,4990-5308 BP,sample_owned_interval,direct_radiocarbon_date,sample_precise_interval,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A47:Y47 || sample_accession:SAMEA115574428;submitted_filename_prefix:NVL1;tsv_lines:158,256,420,561 || sample_accession:SAMEA115574428","workbook sample NVL1 | specimen 1a-001 7774 | locality Novoil`inka-VI (Новоильинка-VI), Russia | source proximal coordinates 51.669, 81.911 | source BP claim 5308-4990 | canonical BP interval [4990, 5308] | published analysis mean 5149 BP | source taxonomy Bos primigenius | population label ""Holocene Wild Central Asia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574428 as Bos primigenius (tax_id 9909).",normalized_interval,4990,5308,5149,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574429,NVL3,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,5041-5300 BP,sample_owned_interval,direct_radiocarbon_date,sample_precise_interval,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A42:Y42 || sample_accession:SAMEA115574429;submitted_filename_prefix:NVL3;tsv_lines:258,348,562,563,564 || sample_accession:SAMEA115574429","workbook sample NVL3 | specimen 1a-003 7781 | locality Novoil`inka-VI (Новоильинка-VI), Russia | source proximal coordinates 51.669, 81.911 | source BP claim 5300-5041 | canonical BP interval [5041, 5300] | published analysis mean 5170.5 BP | normalized integer mean 5170 BP; source decimal precision retained in the published analysis mean | source taxonomy Bos primigenius | population label ""Holocene Wild Central Asia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574429 as Bos primigenius (tax_id 9909).",normalized_interval,5041,5300,5170,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574430,Padova1,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,13793-14216 BP,sample_owned_interval,direct_radiocarbon_date,sample_precise_interval,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A39:Y39 || sample_accession:SAMEA115574430;submitted_filename_prefix:Padova1;tsv_lines:160,163,259,260,262,263,421,565,566,567 || sample_accession:SAMEA115574430","workbook sample Padova1 | specimen MGP-PD 28495 | locality Padova, Italy | source proximal coordinates 45.406241207952, 11.8823169512564 | source BP claim 14216-13793 | canonical BP interval [13793, 14216] | published analysis mean 14004.5 BP | normalized integer mean 14004 BP; source decimal precision retained in the published analysis mean | source taxonomy Bos primigenius | population label ""Pleistocene Wild Italy"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574430 as Bos primigenius (tax_id 9909).",normalized_interval,13793,14216,14004,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574432,Palidoro1,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,17798-18236 BP,sample_owned_interval,direct_radiocarbon_date,sample_precise_interval,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A13:Y13 || sample_accession:SAMEA115574432;submitted_filename_prefix:Palidoro1;tsv_lines:166,169,171,174,177,264,266,268,269,350,568,569,570,571 || sample_accession:SAMEA115574432","workbook sample Palidoro1 | specimen Palidoro | locality Palidoro, Latium, Italy | source proximal coordinates 41.9268766840193, 12.1784197861236 | source BP claim 18236-17798 | canonical BP interval [17798, 18236] | published analysis mean 18017 BP | source taxonomy Bos primigenius | population label ""Pleistocene Wild Italy"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574432 as Bos primigenius (tax_id 9909).",normalized_interval,17798,18236,18017,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574433,Rhi1,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,45005-68764 BP,sample_owned_interval,modeled_sample_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A24:Y24 || sample_accession:SAMEA115574433;submitted_filename_prefix:Rhi1;tsv_lines:180,182,271,273,274,275,277,278,572,573,574,575,576,644 || sample_accession:SAMEA115574433","workbook sample Rhi1 | specimen Eich | locality Upper Rhine Valley, Germany | source proximal coordinates 51.6188100745602, 9.66938943552029 | source BP claim 51080 (45005-68764) | canonical BP interval [45005, 68764] | published analysis mean 51080.0 BP | source taxonomy Bos primigenius | population label ""Pre-LGM Europe"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574433 as Bos primigenius (tax_id 9909).",normalized_interval,45005,68764,51080,mitochondrial_phylogenetic_model,,Chronology comes from the recovered sample-owned source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574434,Rhi2,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,45238-46935 BP,sample_owned_interval,direct_radiocarbon_date,sample_precise_interval,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A18:Y18 || sample_accession:SAMEA115574434;submitted_filename_prefix:Rhi2;tsv_lines:186,188,192,195,197,199,201,203,204,206,208,210,212,213,215,280,282,283,286,287,289,290,292,296,298,300,577,578,579,580,581,582,583,584,585,645 || sample_accession:SAMEA115574434","workbook sample Rhi2 | specimen Biblis | locality Upper Rhine Valley, Germany | source proximal coordinates 51.6188100745602, 9.66938943552029 | source BP claim 46935-45238 | canonical BP interval [45238, 46935] | published analysis mean 46086.5 BP | normalized integer mean 46086 BP; source decimal precision retained in the published analysis mean | source taxonomy Bos primigenius | population label ""Pre-LGM Europe"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574434 as Bos primigenius (tax_id 9909).",normalized_interval,45238,46935,46086,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574435,Rhi3,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,10048-14942 BP,sample_owned_interval,modeled_sample_date,sample_approximate_or_modeled,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A11:Y11 || sample_accession:SAMEA115574435;submitted_filename_prefix:Rhi3;tsv_lines:218,221,223,226,228,302,304,586,587,588,646 || sample_accession:SAMEA115574435","workbook sample Rhi3 | specimen Bensheim | locality Upper Rhine Valley, Germany | source proximal coordinates 51.6188100745602, 9.66938943552029 | source BP claim 12390 (10048-14942) | canonical BP interval [10048, 14942] | published analysis mean 12390.0 BP | source taxonomy Bos primigenius | population label ""Pleistocene Wild Germany"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574435 as Bos primigenius (tax_id 9909).",normalized_interval,10048,14942,12390,mitochondrial_phylogenetic_model,,Chronology comes from the recovered sample-owned source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574436,ROS001,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,5298-5465 BP,sample_owned_interval,direct_radiocarbon_date,sample_precise_interval,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,Supplementary Data 1!A46:Y46 || sample_accession:SAMEA115574436;submitted_filename_prefix:ROS001;tsv_lines:647 || sample_accession:SAMEA115574436,"workbook sample ROS001 | specimen ROS001 | locality Roshchinskoe, Kazakhstan | source proximal coordinates 54.1452769675404, 69.1937753660588 | source BP claim 5465-5298 | canonical BP interval [5298, 5465] | published analysis mean 5381.5 BP | normalized integer mean 5382 BP; source decimal precision retained in the published analysis mean | source taxonomy Bos primigenius | population label ""Holocene Wild Central Asia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574436 as Bos primigenius (tax_id 9909).",normalized_interval,5298,5465,5382,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574437,ROS002,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,5307-5465 BP,sample_owned_interval,direct_radiocarbon_date,sample_precise_interval,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A40:Y40 || sample_accession:SAMEA115574437;submitted_filename_prefix:ROS002;tsv_lines:231,234,236,306,308,310,312,352,589,590 || sample_accession:SAMEA115574437","workbook sample ROS002 | specimen ROS002 | locality Roshchinskoe, Kazakhstan | source proximal coordinates 54.1452769675404, 69.1937753660588 | source BP claim 5465-5307 | canonical BP interval [5307, 5465] | published analysis mean 5386 BP | source taxonomy Bos primigenius | population label ""Holocene Wild Central Asia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574437 as Bos primigenius (tax_id 9909).",normalized_interval,5307,5465,5386,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574440,SAMEA115574440,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574441,Ska1,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,9133-9536 BP,sample_owned_interval,direct_radiocarbon_date,sample_precise_interval,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A34:Y34 || sample_accession:SAMEA115574441;submitted_filename_prefix:Ska1;tsv_lines:246,319,320,354,593 || sample_accession:SAMEA115574441","workbook sample Ska1 | specimen Lzzz/3362 L62 | locality Nevishög, Sweden | source proximal coordinates 55.6219, 13.2297 | source BP claim 9536-9133 | canonical BP interval [9133, 9536] | published analysis mean 9334.5 BP | normalized integer mean 9334 BP; source decimal precision retained in the published analysis mean | source taxonomy Bos primigenius | population label ""Holocene Wild Scandinavia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574441 as Bos primigenius (tax_id 9909).",normalized_interval,9133,9536,9334,radiocarbon,,Chronology comes from the recovered sample-owned source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574442,Ska3,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,9434-9657 BP,sample_owned_interval,direct_radiocarbon_date,sample_precise_interval,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A33:Y33 || sample_accession:SAMEA115574442;submitted_filename_prefix:Ska3;tsv_lines:248,251,648 || sample_accession:SAMEA115574442","workbook sample Ska3 | specimen Lzzz/3284 L84 | locality Skåne, Sweden | source proximal coordinates 55.8476269883224, 13.8093770947441 | source BP claim 9657-9434 | canonical BP interval [9434, 9657] | published analysis mean 9545.5 BP | normalized integer mean 9546 BP; source decimal precision retained in the published analysis mean | source taxonomy Bos primigenius | population label ""Holocene Wild Scandinavia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574442 as Bos primigenius (tax_id 9909).",normalized_interval,9434,9657,9546,radiocarbon,,Chronology comes from the recovered sample-owned source row.
